id,title,authors,language_code,original_publication_year,average_rating,ratings_count,isbn,image_url
184,Matilda,"Roald Dahl, Quentin Blake",eng,1988,4.29,440743,141301066,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
185,The Night Circus,Erin Morgenstern,eng,2011,4.03,429543,385534639,https://images.gr-assets.com/books/1387124618m/9361589.jpg
186,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,eng,2001,4.04,381080,743227441,https://images.gr-assets.com/books/1355932638m/37470.jpg
187,"Uglies (Uglies, #1)",Scott Westerfeld,eng,2005,3.86,449073,689865384,https://images.gr-assets.com/books/1443904172m/24770.jpg
188,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,eng,2011,4.31,365954,,https://images.gr-assets.com/books/1327885335m/10664113.jpg
189,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,eng,1955,4.47,389054,618640150,https://images.gr-assets.com/books/1411114164m/33.jpg
190,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,eng,2012,3.96,379872,307592731,https://images.gr-assets.com/books/1453189881m/12262741.jpg
191,Watchmen,"Alan Moore, Dave Gibbons, John Higgins",en-US,1987,4.35,398018,930289234,https://images.gr-assets.com/books/1442239711m/472331.jpg
192,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,eng,2007,4.55,400101,075640407X,https://images.gr-assets.com/books/1472068073m/186074.jpg
193,Outliers: The Story of Success,Malcolm Gladwell,en-US,2008,4.11,353011,316017922,https://images.gr-assets.com/books/1344266315m/3228917.jpg
194,"Moby-Dick or, The Whale","Herman Melville, Andrew Delbanco, Tom Quirk",eng,1851,3.46,358050,142437247,https://images.gr-assets.com/books/1327940656m/153747.jpg
195,The Guernsey Literary and Potato Peel Pie Society,"Mary Ann Shaffer, Annie Barrows",eng,2008,4.12,393626,385340990,https://images.gr-assets.com/books/1351979318m/2728527.jpg
196,Fight Club,Chuck Palahniuk,eng,1996,4.2,365349,393327345,https://images.gr-assets.com/books/1357128997m/5759.jpg
197,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,en-US,2001,3.96,420764,441008534,https://images.gr-assets.com/books/1468560853m/301082.jpg
198,The Color Purple,Alice Walker,eng,1982,4.17,376766,671727796,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
199,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,eng,2005,4.12,367304,739461192,https://images.gr-assets.com/books/1308858322m/12691.jpg
200,And Then There Were None,Agatha Christie,eng,1939,4.23,408983,312330871,https://images.gr-assets.com/books/1391120695m/16299.jpg
201,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,eng,2009,3.66,369428,385504225,https://images.gr-assets.com/books/1358274396m/6411961.jpg
202,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,en-US,2009,4,448166,1416989412,https://images.gr-assets.com/books/1358261334m/6339664.jpg
203,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,eng,2011,4.15,418309,,https://images.gr-assets.com/books/1358259032m/11505797.jpg
204,A Christmas Carol,Charles Dickens,,1843,4.02,394540,1561797464,https://images.gr-assets.com/books/1406512317m/5326.jpg
205,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,eng,1976,3.97,372566,345476875,https://images.gr-assets.com/books/1380631642m/43763.jpg
206,"The Selection (The Selection, #1)",Kiera Cass,en-US,2012,4.15,505340,62059939,https://images.gr-assets.com/books/1322103400m/10507293.jpg
207,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,en-US,1994,4.03,391007,312362080,https://images.gr-assets.com/books/1316730230m/6853.jpg
208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,eng,2010,4.04,377249,1400052173,https://images.gr-assets.com/books/1327878144m/6493208.jpg
209,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas Harris,eng,1988,4.14,351107,99446782,https://images.gr-assets.com/books/1390426249m/23807.jpg
210,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,en-US,2007,4.14,248283,159514174X,https://images.gr-assets.com/books/1361098973m/345627.jpg
211,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,en-US,2005,3.89,348196,316010669,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
212,Atonement,Ian McEwan,eng,2001,3.88,347006,038572179X,https://images.gr-assets.com/books/1320449708m/6867.jpg
213,The Metamorphosis,"Franz Kafka, Stanley Corngold",eng,1915,3.78,364933,553213695,https://images.gr-assets.com/books/1359061917m/485894.jpg
214,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,eng,2007,4.33,446668,141382899,https://images.gr-assets.com/books/1361038385m/561456.jpg
215,Ready Player One,Ernest Cline,eng,2011,4.31,349423,030788743X,https://images.gr-assets.com/books/1500930947m/9969571.jpg
216,The Art of Racing in the Rain,Garth Stein,eng,2006,4.19,327409,1554681723,https://images.gr-assets.com/books/1377206302m/3153910.jpg
217,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","Erik Larson, Tony Goldwyn",eng,2003,3.98,309385,739303406,https://images.gr-assets.com/books/1312066724m/21996.jpg
218,"Bared to You (Crossfire, #1)",Sylvia Day,eng,2012,4.19,222678,425263908,https://images.gr-assets.com/books/1477803272m/13572249.jpg
219,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)","C.S. Lewis, Pauline Baynes",eng,1956,4.24,376385,66238501,https://images.gr-assets.com/books/1449868701m/11127.jpg
220,Twilight: The Complete Illustrated Movie Companion,Mark Cotta Vaz,en-US,,4.23,291411,316043133,https://images.gr-assets.com/books/1352539022m/3609760.jpg
221,"A Child Called ""It"" (Dave Pelzer #1)",Dave Pelzer,eng,1995,4.08,311543,1558743669,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
222,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,eng,1980,3.98,327122,752864327,https://images.gr-assets.com/books/1335860740m/7869.jpg
223,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,eng,2001,3.82,386923,786817879,https://images.gr-assets.com/books/1327945104m/249747.jpg
224,"Fallen (Fallen, #1)",Lauren Kate,en-US,2009,3.74,395296,385738935,https://images.gr-assets.com/books/1440619649m/6487308.jpg
225,East of Eden,John Steinbeck,eng,1952,4.35,320919,142000655,https://images.gr-assets.com/books/1441547516m/4406.jpg
226,Dark Places,Gillian Flynn,eng,2009,3.92,333452,307341569,https://images.gr-assets.com/books/1354988288m/5886881.jpg
227,The Client,John Grisham,eng,1993,3.97,320083,385339089,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
228,"The Nanny Diaries (Nanny, #1)","Emma McLaughlin, Nicola Kraus",eng,2002,3.4,323762,312291639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
229,Alice's Adventures in Wonderland & Through the Looking-Glass,"Lewis Carroll, John Tenniel, Martin Gardner",eng,1865,4.06,340920,451527747,https://images.gr-assets.com/books/1327872220m/24213.jpg
230,Persuasion,"Jane Austen, James Kinsley, Deidre Shauna Lynch",eng,1817,4.13,365425,192802631,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
231,Sarah's Key,Tatiana de Rosnay,eng,2007,4.14,312444,312370830,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
232,"The Gunslinger (The Dark Tower, #1)",Stephen King,en-US,1982,3.99,332494,452284694,https://images.gr-assets.com/books/1375776480m/43615.jpg
233,Love in the Time of Cholera,"Gabriel García Márquez, Edith Grossman",eng,1985,3.89,283806,140003468X,https://images.gr-assets.com/books/1327124987m/9712.jpg
234,Speak,Laurie Halse Anderson,eng,1999,4,360156,014131088X,https://images.gr-assets.com/books/1310121762m/439288.jpg
235,The Husband's Secret,Liane Moriarty,eng,2013,3.92,232106,399159347,https://images.gr-assets.com/books/1460577225m/17802724.jpg
236,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,en-US,1997,4.11,291258,385494785,https://images.gr-assets.com/books/1463384482m/1898.jpg
237,Carrie,Stephen King,,1974,3.93,356814,1416524304,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
238,Running with Scissors,Augusten Burroughs,en-US,2002,3.7,293878,031242227X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
239,World War Z: An Oral History of the Zombie War,Max Brooks,en-US,2006,4.01,312969,307346609,https://images.gr-assets.com/books/1386328204m/8908.jpg
240,"Inferno (Robert Langdon, #4)",Dan Brown,eng,2013,3.8,287533,385537859,https://images.gr-assets.com/books/1397093185m/17212231.jpg
241,Number the Stars,Lois Lowry,eng,1989,4.11,333638,440227534,https://images.gr-assets.com/books/1370917812m/47281.jpg
242,"Along Came a Spider (Alex Cross, #1)",James Patterson,eng,1993,4.08,311499,446692638,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
243,Misery,Stephen King,en-GB,1987,4.11,334647,450417395,https://images.gr-assets.com/books/1270545451m/10614.jpg
244,Sharp Objects,Gillian Flynn,en-US,2006,3.92,207889,307341542,https://images.gr-assets.com/books/1423241485m/66559.jpg
245,Bridge to Terabithia,Katherine Paterson,eng,1977,3.98,337644,439366771,https://images.gr-assets.com/books/1327880087m/2839.jpg
246,"Marked (House of Night, #1)","P.C. Cast, Kristin Cast",en-US,2007,3.79,360044,312360266,https://images.gr-assets.com/books/1317067002m/30183.jpg
247,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,en-US,1989,4.05,314700,743269519,https://images.gr-assets.com/books/1421842784m/36072.jpg
248,A Midsummer Night's Dream,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",eng,1595,3.94,334241,743477545,https://images.gr-assets.com/books/1327874534m/1622.jpg
249,Extremely Loud and Incredibly Close,Jonathan Safran Foer,en-US,2005,3.97,294726,618711651,https://images.gr-assets.com/books/1327879967m/4588.jpg
250,Wonder,R.J. Palacio,eng,2012,4.43,228538,375869026,https://images.gr-assets.com/books/1309285027m/11387515.jpg
251,The Cat in the Hat,Dr. Seuss,eng,1957,4.15,314016,039480001X,https://images.gr-assets.com/books/1468890477m/233093.jpg
252,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,eng,2012,4.15,427663,312641893,https://images.gr-assets.com/books/1470056948m/11235712.jpg
253,"The Cuckoo's Calling (Cormoran Strike, #1)","Robert Galbraith, J.K. Rowling",en-US,2013,3.83,297712,316206849,https://images.gr-assets.com/books/1358716559m/16160797.jpg
254,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,eng,2009,3.78,356625,545123267,https://images.gr-assets.com/books/1409283154m/6068551.jpg
255,Atlas Shrugged,"Ayn Rand, Leonard Peikoff",eng,1957,3.68,283295,452011876,https://images.gr-assets.com/books/1405868167m/662.jpg
256,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Greg Mortenson, David Oliver Relin",en-US,2006,3.64,283516,143038257,https://images.gr-assets.com/books/1395407074m/49436.jpg
257,Alice in Wonderland,"Jane Carruth, Lewis Carroll, Rene Cloke",eng,1865,4.03,343252,517223627,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
258,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)","Carlos Ruiz Zafón, Lucia Graves",eng,2001,4.24,263685,143034901,https://images.gr-assets.com/books/1344545047m/1232.jpg
259,"The Scorch Trials (Maze Runner, #2)",James Dashner,eng,2010,3.93,305643,385738757,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
260,How to Win Friends and Influence People,Dale Carnegie,eng,1936,4.13,282623,,https://images.gr-assets.com/books/1442726934m/4865.jpg
261,Under the Tuscan Sun,Frances Mayes,eng,1996,3.72,279264,767900383,https://images.gr-assets.com/books/1320524083m/480479.jpg
262,Big Little Lies,Liane Moriarty,eng,2014,4.2,306186,399167064,https://images.gr-assets.com/books/1492239430m/19486412.jpg
263,Ella Enchanted,Gail Carson Levine,eng,1997,3.97,339117,590920685,https://images.gr-assets.com/books/1410727190m/24337.jpg
264,The Sun Also Rises,Ernest Hemingway,en-US,1926,3.83,284988,743297334,https://images.gr-assets.com/books/1331828228m/3876.jpg
265,A Tree Grows in Brooklyn,Betty  Smith,eng,1943,4.24,291909,61120073,https://images.gr-assets.com/books/1327883484m/14891.jpg
266,"Kiss the Girls (Alex Cross, #2)",James Patterson,eng,1995,3.93,274639,446677388,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
267,The Nightingale,Kristin Hannah,eng,2015,4.54,253606,312577222,https://images.gr-assets.com/books/1451446316m/21853621.jpg
268,Never Let Me Go,Kazuo Ishiguro,eng,2005,3.8,294123,1400078776,https://images.gr-assets.com/books/1353048590m/6334.jpg
269,P.S. I Love You,Cecelia Ahern,en-US,2003,4.01,262921,786890754,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
270,Rebecca,"Daphne du Maurier, Sally Beauman",en-US,1938,4.2,177384,1844080382,https://images.gr-assets.com/books/1327871977m/12873.jpg
271,Flowers for Algernon,Daniel Keyes,en-US,1966,4.07,313044,156030306,https://images.gr-assets.com/books/1367141311m/18373.jpg
272,Like Water for Chocolate,"Laura Esquivel, Thomas  Christensen, Carol Christensen",en-US,1989,3.94,263199,552995878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
273,Snow Flower and the Secret Fan,Lisa See,eng,2005,4.05,280475,812968069,https://images.gr-assets.com/books/1327880508m/1103.jpg
274,The Godfather,"Mario Puzo, Robert Thompson, Peter Bart",eng,1969,4.36,256480,451205766,https://images.gr-assets.com/books/1394988109m/22034.jpg
275,An Abundance of Katherines,John Green,eng,2006,3.63,312754,525476881,https://images.gr-assets.com/books/1360206426m/49750.jpg
276,Foundation (Foundation #1),Isaac Asimov,eng,1951,4.13,279688,553803719,https://images.gr-assets.com/books/1417900846m/29579.jpg
277,The Ocean at the End of the Lane,Neil Gaiman,eng,2013,3.99,293844,62255657,https://images.gr-assets.com/books/1497098563m/15783514.jpg
278,A Light in the Attic,Shel Silverstein,eng,1981,4.34,297861,60513063,https://images.gr-assets.com/books/1427169918m/30118.jpg
279,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","John Tiffany, Jack Thorne, J.K. Rowling",eng,2016,3.75,270603,751565350,https://images.gr-assets.com/books/1470082995m/29056083.jpg
280,"Delirium (Delirium, #1)",Lauren Oliver,eng,2011,3.99,256975,61726834,https://images.gr-assets.com/books/1327890411m/11614718.jpg
281,The Pelican Brief,John Grisham,eng,1992,3.95,288376,385339704,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
282,Coraline,Neil Gaiman,eng,2002,4.03,316379,61139378,https://images.gr-assets.com/books/1493497435m/17061.jpg
283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman",en-US,1990,4.25,298304,60853980,https://images.gr-assets.com/books/1392528568m/12067.jpg
284,On the Road,Jack Kerouac,eng,1955,3.64,246602,140042598,https://images.gr-assets.com/books/1413588576m/70401.jpg
285,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,eng,2013,4.01,251703,1476729085,https://images.gr-assets.com/books/1371651741m/16181775.jpg
286,The Lucky One,Nicholas Sparks,en-US,2008,4.1,267166,446579939,https://images.gr-assets.com/books/1420816338m/3063499.jpg
287,The Fountainhead,"Ayn Rand, Leonard Peikoff",eng,1943,3.85,244545,451191153,https://images.gr-assets.com/books/1491163636m/2122.jpg
288,"The Hunt for Red October (Jack Ryan Universe, #4)",Tom Clancy,,1984,4.01,270318,425172902,https://images.gr-assets.com/books/1281995542m/19691.jpg
289,"Watership Down (Watership Down, #1)",Richard Adams,eng,1972,4.05,292426,038039586X,https://images.gr-assets.com/books/1405136931m/76620.jpg
290,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,eng,2011,3.84,290674,307886263,https://images.gr-assets.com/books/1443264638m/10335308.jpg
291,Cutting for Stone,Abraham Verghese,eng,2009,4.28,258319,375414495,https://images.gr-assets.com/books/1327931601m/3591262.jpg
292,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","C.S. Lewis, Pauline Baynes",eng,1951,4.08,306492,006112527X,https://images.gr-assets.com/books/1343185059m/140225.jpg
293,Treasure Island,Robert Louis Stevenson,eng,1882,3.82,268012,753453800,https://images.gr-assets.com/books/1485248909m/295.jpg
294,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,eng,2011,4.44,299980,1423140591,https://images.gr-assets.com/books/1464201114m/9520360.jpg
295,11/22/63,Stephen King,eng,2011,4.29,258464,1451627289,https://images.gr-assets.com/books/1327876792m/10644930.jpg
296,The Very Hungry Caterpillar Board Book,Eric Carle,eng,1969,4.29,296952,241003008,https://images.gr-assets.com/books/1327878225m/4948.jpg
297,Cat's Cradle,Kurt Vonnegut Jr.,eng,1963,4.18,238940,140285601,https://images.gr-assets.com/books/1327867150m/135479.jpg
298,The Time Machine,"H.G. Wells, Greg Bear, Carlo Pagetti",eng,1895,3.87,276076,451528557,https://images.gr-assets.com/books/1327942880m/2493.jpg
299,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"Todd Burpo, Lynn Vincent",eng,2010,4.01,228371,849946158,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
300,The Boy in the Striped Pajamas,John Boyne,eng,2006,4.1,285692,385751060,https://images.gr-assets.com/books/1366228171m/39999.jpg
301,Heart of Darkness,Joseph Conrad,eng,1899,3.42,255576,1892295490,https://images.gr-assets.com/books/1392799983m/4900.jpg
302,Safe Haven,Nicholas Sparks,eng,2010,4.19,255531,044654759X,https://images.gr-assets.com/books/1344268800m/7812659.jpg
303,"The Secret (The Secret, #1)",Rhonda Byrne,eng,2006,3.62,241537,1582701709,https://images.gr-assets.com/books/1482865039m/52529.jpg
304,I Know This Much Is True,Wally Lamb,eng,1998,4.17,246917,60987561,https://images.gr-assets.com/books/1373532198m/227711.jpg
305,Pet Sematary,Stephen King,eng,1983,3.91,256383,1416524347,https://images.gr-assets.com/books/1308894674m/10583.jpg
306,She's Come Undone,Wally Lamb,en-US,1992,3.84,259576,671021001,https://images.gr-assets.com/books/1408313457m/5203.jpg
307,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,eng,2011,4.57,245686,756404738,https://images.gr-assets.com/books/1452624392m/1215032.jpg
